ID,Name,Primary Type,Secondary Type,Image,Additional Images
#277,swellow,Normal,Flying,https://img.pokemondb.net/sprites/bank/normal/swellow.png,"['https://img.pokemondb.net/artwork/swellow.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/swellow.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/swellow.png', 'https://img.pokemondb.net/sprites/black-white/normal/swellow.png', 'https://img.pokemondb.net/sprites/x-y/normal/swellow.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/swellow.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/swellow.png', 'https://img.pokemondb.net/sprites/black-white/shiny/swellow.png', 'https://img.pokemondb.net/sprites/x-y/shiny/swellow.png']"
#278,wingull,Water,Flying,https://img.pokemondb.net/sprites/bank/normal/wingull.png,"['https://img.pokemondb.net/artwork/wingull.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/wingull.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/wingull.png', 'https://img.pokemondb.net/sprites/black-white/normal/wingull.png', 'https://img.pokemondb.net/sprites/x-y/normal/wingull.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/wingull.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/wingull.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/wingull.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/wingull.png', 'https://img.pokemondb.net/sprites/black-white/shiny/wingull.png', 'https://img.pokemondb.net/sprites/x-y/shiny/wingull.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/wingull.png']"
#279,pelipper,Water,Flying,https://img.pokemondb.net/sprites/bank/normal/pelipper.png,"['https://img.pokemondb.net/artwork/pelipper.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/pelipper.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/pelipper.png', 'https://img.pokemondb.net/sprites/black-white/normal/pelipper.png', 'https://img.pokemondb.net/sprites/x-y/normal/pelipper.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/pelipper.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/pelipper.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/pelipper.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/pelipper.png', 'https://img.pokemondb.net/sprites/black-white/shiny/pelipper.png', 'https://img.pokemondb.net/sprites/x-y/shiny/pelipper.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/pelipper.png']"
#280,ralts,Psychic,Fairy,https://img.pokemondb.net/sprites/bank/normal/ralts.png,"['https://img.pokemondb.net/artwork/ralts.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/ralts.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/ralts.png', 'https://img.pokemondb.net/sprites/black-white/normal/ralts.png', 'https://img.pokemondb.net/sprites/x-y/normal/ralts.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/ralts.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/ralts.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/ralts.png', 'https://img.pokemondb.net/sprites/black-white/shiny/ralts.png', 'https://img.pokemondb.net/sprites/x-y/shiny/ralts.png']"
#281,kirlia,Psychic,Fairy,https://img.pokemondb.net/sprites/bank/normal/kirlia.png,"['https://img.pokemondb.net/artwork/kirlia.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/kirlia.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/kirlia.png', 'https://img.pokemondb.net/sprites/black-white/normal/kirlia.png', 'https://img.pokemondb.net/sprites/x-y/normal/kirlia.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/kirlia.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/kirlia.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/kirlia.png', 'https://img.pokemondb.net/sprites/black-white/shiny/kirlia.png', 'https://img.pokemondb.net/sprites/x-y/shiny/kirlia.png']"
#282,gardevoir,Psychic,Fairy,https://img.pokemondb.net/sprites/bank/normal/gardevoir.png,"['https://img.pokemondb.net/artwork/gardevoir.jpg', 'https://img.pokemondb.net/artwork/gardevoir-mega.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/gardevoir.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/gardevoir.png', 'https://img.pokemondb.net/sprites/black-white/normal/gardevoir.png', 'https://img.pokemondb.net/sprites/x-y/normal/gardevoir.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/gardevoir.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/gardevoir.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/gardevoir.png', 'https://img.pokemondb.net/sprites/black-white/shiny/gardevoir.png', 'https://img.pokemondb.net/sprites/x-y/shiny/gardevoir.png']"
#283,surskit,Bug,Water,https://img.pokemondb.net/sprites/bank/normal/surskit.png,"['https://img.pokemondb.net/artwork/surskit.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/surskit.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/surskit.png', 'https://img.pokemondb.net/sprites/black-white/normal/surskit.png', 'https://img.pokemondb.net/sprites/x-y/normal/surskit.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/surskit.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/surskit.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/surskit.png', 'https://img.pokemondb.net/sprites/black-white/shiny/surskit.png', 'https://img.pokemondb.net/sprites/x-y/shiny/surskit.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/surskit.png']"
#284,masquerain,Bug,Flying,https://img.pokemondb.net/sprites/bank/normal/masquerain.png,"['https://img.pokemondb.net/artwork/masquerain.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/masquerain.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/masquerain.png', 'https://img.pokemondb.net/sprites/black-white/normal/masquerain.png', 'https://img.pokemondb.net/sprites/x-y/normal/masquerain.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/masquerain.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/masquerain.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/masquerain.png', 'https://img.pokemondb.net/sprites/black-white/shiny/masquerain.png', 'https://img.pokemondb.net/sprites/x-y/shiny/masquerain.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/masquerain.png']"
#285,shroomish,Grass,,https://img.pokemondb.net/sprites/bank/normal/shroomish.png,"['https://img.pokemondb.net/artwork/shroomish.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/shroomish.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/shroomish.png', 'https://img.pokemondb.net/sprites/black-white/normal/shroomish.png', 'https://img.pokemondb.net/sprites/x-y/normal/shroomish.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/shroomish.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/shroomish.png', 'https://img.pokemondb.net/sprites/black-white/shiny/shroomish.png', 'https://img.pokemondb.net/sprites/x-y/shiny/shroomish.png']"
#286,breloom,Grass,Fighting,https://img.pokemondb.net/sprites/bank/normal/breloom.png,"['https://img.pokemondb.net/artwork/breloom.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/breloom.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/breloom.png', 'https://img.pokemondb.net/sprites/black-white/normal/breloom.png', 'https://img.pokemondb.net/sprites/x-y/normal/breloom.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/breloom.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/breloom.png', 'https://img.pokemondb.net/sprites/black-white/shiny/breloom.png', 'https://img.pokemondb.net/sprites/x-y/shiny/breloom.png']"
#287,slakoth,Normal,,https://img.pokemondb.net/sprites/bank/normal/slakoth.png,"['https://img.pokemondb.net/artwork/slakoth.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/slakoth.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/slakoth.png', 'https://img.pokemondb.net/sprites/black-white/normal/slakoth.png', 'https://img.pokemondb.net/sprites/x-y/normal/slakoth.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/slakoth.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/slakoth.png', 'https://img.pokemondb.net/sprites/black-white/shiny/slakoth.png', 'https://img.pokemondb.net/sprites/x-y/shiny/slakoth.png']"
#288,vigoroth,Normal,,https://img.pokemondb.net/sprites/bank/normal/vigoroth.png,"['https://img.pokemondb.net/artwork/vigoroth.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/vigoroth.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/vigoroth.png', 'https://img.pokemondb.net/sprites/black-white/normal/vigoroth.png', 'https://img.pokemondb.net/sprites/x-y/normal/vigoroth.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/vigoroth.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/vigoroth.png', 'https://img.pokemondb.net/sprites/black-white/shiny/vigoroth.png', 'https://img.pokemondb.net/sprites/x-y/shiny/vigoroth.png']"
#289,slaking,Normal,,https://img.pokemondb.net/sprites/bank/normal/slaking.png,"['https://img.pokemondb.net/artwork/slaking.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/slaking.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/slaking.png', 'https://img.pokemondb.net/sprites/black-white/normal/slaking.png', 'https://img.pokemondb.net/sprites/x-y/normal/slaking.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/slaking.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/slaking.png', 'https://img.pokemondb.net/sprites/black-white/shiny/slaking.png', 'https://img.pokemondb.net/sprites/x-y/shiny/slaking.png']"
#290,nincada,Bug,Ground,https://img.pokemondb.net/sprites/bank/normal/nincada.png,"['https://img.pokemondb.net/artwork/nincada.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/nincada.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/nincada.png', 'https://img.pokemondb.net/sprites/black-white/normal/nincada.png', 'https://img.pokemondb.net/sprites/x-y/normal/nincada.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/nincada.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/nincada.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/nincada.png', 'https://img.pokemondb.net/sprites/black-white/shiny/nincada.png', 'https://img.pokemondb.net/sprites/x-y/shiny/nincada.png']"
#291,ninjask,Bug,Flying,https://img.pokemondb.net/sprites/bank/normal/ninjask.png,"['https://img.pokemondb.net/artwork/ninjask.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/ninjask.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/ninjask.png', 'https://img.pokemondb.net/sprites/black-white/normal/ninjask.png', 'https://img.pokemondb.net/sprites/x-y/normal/ninjask.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/ninjask.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/ninjask.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/ninjask.png', 'https://img.pokemondb.net/sprites/black-white/shiny/ninjask.png', 'https://img.pokemondb.net/sprites/x-y/shiny/ninjask.png']"
#292,shedinja,Bug,Ghost,https://img.pokemondb.net/sprites/bank/normal/shedinja.png,"['https://img.pokemondb.net/artwork/shedinja.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/shedinja.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/shedinja.png', 'https://img.pokemondb.net/sprites/black-white/normal/shedinja.png', 'https://img.pokemondb.net/sprites/x-y/normal/shedinja.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/shedinja.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/shedinja.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/shedinja.png', 'https://img.pokemondb.net/sprites/black-white/shiny/shedinja.png', 'https://img.pokemondb.net/sprites/x-y/shiny/shedinja.png']"
#293,whismur,Normal,,https://img.pokemondb.net/sprites/bank/normal/whismur.png,"['https://img.pokemondb.net/artwork/whismur.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/whismur.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/whismur.png', 'https://img.pokemondb.net/sprites/black-white/normal/whismur.png', 'https://img.pokemondb.net/sprites/x-y/normal/whismur.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/whismur.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/whismur.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/whismur.png', 'https://img.pokemondb.net/sprites/black-white/shiny/whismur.png', 'https://img.pokemondb.net/sprites/x-y/shiny/whismur.png']"
#294,loudred,Normal,,https://img.pokemondb.net/sprites/bank/normal/loudred.png,"['https://img.pokemondb.net/artwork/loudred.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/loudred.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/loudred.png', 'https://img.pokemondb.net/sprites/black-white/normal/loudred.png', 'https://img.pokemondb.net/sprites/x-y/normal/loudred.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/loudred.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/loudred.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/loudred.png', 'https://img.pokemondb.net/sprites/black-white/shiny/loudred.png', 'https://img.pokemondb.net/sprites/x-y/shiny/loudred.png']"
#295,exploud,Normal,,https://img.pokemondb.net/sprites/bank/normal/exploud.png,"['https://img.pokemondb.net/artwork/exploud.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/exploud.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/exploud.png', 'https://img.pokemondb.net/sprites/black-white/normal/exploud.png', 'https://img.pokemondb.net/sprites/x-y/normal/exploud.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/exploud.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/exploud.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/exploud.png', 'https://img.pokemondb.net/sprites/black-white/shiny/exploud.png', 'https://img.pokemondb.net/sprites/x-y/shiny/exploud.png']"
#296,makuhita,Fighting,,https://img.pokemondb.net/sprites/bank/normal/makuhita.png,"['https://img.pokemondb.net/artwork/makuhita.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/makuhita.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/makuhita.png', 'https://img.pokemondb.net/sprites/black-white/normal/makuhita.png', 'https://img.pokemondb.net/sprites/x-y/normal/makuhita.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/makuhita.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/makuhita.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/makuhita.png', 'https://img.pokemondb.net/sprites/black-white/shiny/makuhita.png', 'https://img.pokemondb.net/sprites/x-y/shiny/makuhita.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/makuhita.png']"
#297,hariyama,Fighting,,https://img.pokemondb.net/sprites/bank/normal/hariyama.png,"['https://img.pokemondb.net/artwork/hariyama.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/hariyama.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/hariyama.png', 'https://img.pokemondb.net/sprites/black-white/normal/hariyama.png', 'https://img.pokemondb.net/sprites/x-y/normal/hariyama.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/hariyama.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/hariyama.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/hariyama.png', 'https://img.pokemondb.net/sprites/black-white/shiny/hariyama.png', 'https://img.pokemondb.net/sprites/x-y/shiny/hariyama.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/hariyama.png']"
#298,azurill,Normal,Fairy,https://img.pokemondb.net/sprites/bank/normal/azurill.png,"['https://img.pokemondb.net/artwork/azurill.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/azurill.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/azurill.png', 'https://img.pokemondb.net/sprites/black-white/normal/azurill.png', 'https://img.pokemondb.net/sprites/x-y/normal/azurill.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/azurill.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/azurill.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/azurill.png', 'https://img.pokemondb.net/sprites/black-white/shiny/azurill.png', 'https://img.pokemondb.net/sprites/x-y/shiny/azurill.png']"
#299,nosepass,Rock,,https://img.pokemondb.net/sprites/bank/normal/nosepass.png,"['https://img.pokemondb.net/artwork/nosepass.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/nosepass.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/nosepass.png', 'https://img.pokemondb.net/sprites/black-white/normal/nosepass.png', 'https://img.pokemondb.net/sprites/x-y/normal/nosepass.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/nosepass.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/nosepass.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/nosepass.png', 'https://img.pokemondb.net/sprites/black-white/shiny/nosepass.png', 'https://img.pokemondb.net/sprites/x-y/shiny/nosepass.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/nosepass.png']"
#300,skitty,Normal,,https://img.pokemondb.net/sprites/bank/normal/skitty.png,"['https://img.pokemondb.net/artwork/skitty.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/skitty.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/skitty.png', 'https://img.pokemondb.net/sprites/black-white/normal/skitty.png', 'https://img.pokemondb.net/sprites/x-y/normal/skitty.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/skitty.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/skitty.png', 'https://img.pokemondb.net/sprites/black-white/shiny/skitty.png', 'https://img.pokemondb.net/sprites/x-y/shiny/skitty.png']"
#301,delcatty,Normal,,https://img.pokemondb.net/sprites/bank/normal/delcatty.png,"['https://img.pokemondb.net/artwork/delcatty.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/delcatty.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/delcatty.png', 'https://img.pokemondb.net/sprites/black-white/normal/delcatty.png', 'https://img.pokemondb.net/sprites/x-y/normal/delcatty.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/delcatty.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/delcatty.png', 'https://img.pokemondb.net/sprites/black-white/shiny/delcatty.png', 'https://img.pokemondb.net/sprites/x-y/shiny/delcatty.png']"
#302,sableye,Dark,Ghost,https://img.pokemondb.net/sprites/bank/normal/sableye.png,"['https://img.pokemondb.net/artwork/sableye.jpg', 'https://img.pokemondb.net/artwork/sableye-mega.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/sableye.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/sableye.png', 'https://img.pokemondb.net/sprites/black-white/normal/sableye.png', 'https://img.pokemondb.net/sprites/x-y/normal/sableye.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/sableye.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/sableye.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/sableye.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/sableye.png', 'https://img.pokemondb.net/sprites/black-white/shiny/sableye.png', 'https://img.pokemondb.net/sprites/x-y/shiny/sableye.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/sableye.png']"
#303,mawile,Steel,Fairy,https://img.pokemondb.net/sprites/bank/normal/mawile.png,"['https://img.pokemondb.net/artwork/mawile.jpg', 'https://img.pokemondb.net/artwork/mawile-mega.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/mawile.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/mawile.png', 'https://img.pokemondb.net/sprites/black-white/normal/mawile.png', 'https://img.pokemondb.net/sprites/x-y/normal/mawile.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/mawile.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/mawile.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/mawile.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/mawile.png', 'https://img.pokemondb.net/sprites/black-white/shiny/mawile.png', 'https://img.pokemondb.net/sprites/x-y/shiny/mawile.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/mawile.png']"
#304,aron,Steel,Rock,https://img.pokemondb.net/sprites/bank/normal/aron.png,"['https://img.pokemondb.net/artwork/aron.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/aron.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/aron.png', 'https://img.pokemondb.net/sprites/black-white/normal/aron.png', 'https://img.pokemondb.net/sprites/x-y/normal/aron.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/aron.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/aron.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/aron.png', 'https://img.pokemondb.net/sprites/black-white/shiny/aron.png', 'https://img.pokemondb.net/sprites/x-y/shiny/aron.png']"
#305,lairon,Steel,Rock,https://img.pokemondb.net/sprites/bank/normal/lairon.png,"['https://img.pokemondb.net/artwork/lairon.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/lairon.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/lairon.png', 'https://img.pokemondb.net/sprites/black-white/normal/lairon.png', 'https://img.pokemondb.net/sprites/x-y/normal/lairon.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/lairon.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/lairon.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/lairon.png', 'https://img.pokemondb.net/sprites/black-white/shiny/lairon.png', 'https://img.pokemondb.net/sprites/x-y/shiny/lairon.png']"
#306,aggron,Steel,Rock,https://img.pokemondb.net/sprites/bank/normal/aggron.png,"['https://img.pokemondb.net/artwork/aggron.jpg', 'https://img.pokemondb.net/artwork/aggron-mega.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/aggron.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/aggron.png', 'https://img.pokemondb.net/sprites/black-white/normal/aggron.png', 'https://img.pokemondb.net/sprites/x-y/normal/aggron.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/aggron.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/aggron.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/aggron.png', 'https://img.pokemondb.net/sprites/black-white/shiny/aggron.png', 'https://img.pokemondb.net/sprites/x-y/shiny/aggron.png']"
#307,meditite,Fighting,Psychic,https://img.pokemondb.net/sprites/bank/normal/meditite.png,"['https://img.pokemondb.net/artwork/meditite.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/meditite.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/meditite-f.png', 'https://img.pokemondb.net/sprites/black-white/normal/meditite-f.png', 'https://img.pokemondb.net/sprites/x-y/normal/meditite-f.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/meditite.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/meditite-f.png', 'https://img.pokemondb.net/sprites/black-white/shiny/meditite-f.png', 'https://img.pokemondb.net/sprites/x-y/shiny/meditite-f.png']"
#308,medicham,Fighting,Psychic,https://img.pokemondb.net/sprites/bank/normal/medicham.png,"['https://img.pokemondb.net/artwork/medicham.jpg', 'https://img.pokemondb.net/artwork/medicham-mega.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/medicham.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/medicham-f.png', 'https://img.pokemondb.net/sprites/black-white/normal/medicham-f.png', 'https://img.pokemondb.net/sprites/x-y/normal/medicham-f.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/medicham.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/medicham-f.png', 'https://img.pokemondb.net/sprites/black-white/shiny/medicham-f.png', 'https://img.pokemondb.net/sprites/x-y/shiny/medicham-f.png']"
#309,electrike,Electric,,https://img.pokemondb.net/sprites/bank/normal/electrike.png,"['https://img.pokemondb.net/artwork/electrike.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/electrike.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/electrike.png', 'https://img.pokemondb.net/sprites/black-white/normal/electrike.png', 'https://img.pokemondb.net/sprites/x-y/normal/electrike.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/electrike.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/electrike.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/electrike.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/electrike.png', 'https://img.pokemondb.net/sprites/black-white/shiny/electrike.png', 'https://img.pokemondb.net/sprites/x-y/shiny/electrike.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/electrike.png']"
#310,manectric,Electric,,https://img.pokemondb.net/sprites/bank/normal/manectric.png,"['https://img.pokemondb.net/artwork/manectric.jpg', 'https://img.pokemondb.net/artwork/manectric-mega.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/manectric.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/manectric.png', 'https://img.pokemondb.net/sprites/black-white/normal/manectric.png', 'https://img.pokemondb.net/sprites/x-y/normal/manectric.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/manectric.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/manectric.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/manectric.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/manectric.png', 'https://img.pokemondb.net/sprites/black-white/shiny/manectric.png', 'https://img.pokemondb.net/sprites/x-y/shiny/manectric.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/manectric.png']"
#311,plusle,Electric,,https://img.pokemondb.net/sprites/bank/normal/plusle.png,"['https://img.pokemondb.net/artwork/plusle.jpg', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/plusle.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/plusle.png', 'https://img.pokemondb.net/sprites/black-white/normal/plusle.png', 'https://img.pokemondb.net/sprites/x-y/normal/plusle.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/plusle.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/plusle.png', 'https://img.pokemondb.net/sprites/black-white/shiny/plusle.png', 'https://img.pokemondb.net/sprites/x-y/shiny/plusle.png']"
